ticket_price,travel_time,day_type,is_holiday,dep_hour,mode_enc,route_enc,pay_enc,class_enc,demand,mode,route_type,payment,travel_class
3571,227,0,0,13,0,1,0,2,183,Bus,Easiest,Cash,First Class
2522,639,1,1,23,0,0,1,2,229,Bus,Fastest,UPI,First Class
4625,562,1,0,22,2,1,0,1,163,Airline,Easiest,Cash,Business
2551,181,0,0,18,0,1,2,1,254,Bus,Easiest,Card,Business
8055,615,1,0,5,1,1,0,2,90,Train,Easiest,Cash,First Class
6681,69,1,1,22,0,0,2,1,281,Bus,Fastest,Card,Business
431,375,1,1,8,1,0,0,0,384,Train,Fastest,Cash,Economy
5023,483,1,1,23,1,0,0,1,256,Train,Fastest,Cash,Business
8037,558,1,0,16,0,0,1,2,134,Bus,Fastest,UPI,First Class
8403,443,0,0,5,0,0,0,0,106,Bus,Fastest,Cash,Economy
6004,233,1,1,14,2,1,2,0,267,Airline,Easiest,Card,Economy
600,277,1,1,19,1,0,1,2,370,Train,Fastest,UPI,First Class
4337,122,1,0,12,0,0,2,0,227,Bus,Fastest,Card,Economy
3726,692,0,0,8,2,1,2,0,232,Airline,Easiest,Card,Economy
245,515,0,0,19,0,0,1,2,204,Bus,Fastest,UPI,First Class
5104,688,1,1,12,1,1,1,0,231,Train,Easiest,UPI,Economy
6606,628,0,0,16,2,1,2,2,74,Airline,Easiest,Card,First Class
4731,335,0,1,2,1,1,2,1,183,Train,Easiest,Card,Business
4995,222,0,0,1,2,1,2,1,84,Airline,Easiest,Card,Business
2392,56,1,1,8,1,1,1,2,392,Train,Easiest,UPI,First Class
9472,224,1,0,21,2,1,2,1,128,Airline,Easiest,Card,Business
8411,337,0,0,9,0,1,0,2,113,Bus,Easiest,Cash,First Class
3099,373,0,0,11,0,1,1,1,190,Bus,Easiest,UPI,Business
6189,296,1,1,3,1,0,2,2,165,Train,Fastest,Card,First Class
7836,229,0,1,16,1,1,0,0,198,Train,Easiest,Cash,Economy
2350,235,1,1,18,1,0,1,2,369,Train,Fastest,UPI,First Class
5549,676,0,1,20,0,0,1,1,245,Bus,Fastest,UPI,Business
3530,202,0,1,2,0,1,2,1,145,Bus,Easiest,Card,Business
6380,34,0,0,23,1,0,1,2,179,Train,Fastest,UPI,First Class
3222,48,0,0,7,2,1,1,0,287,Airline,Easiest,UPI,Economy
5115,201,0,0,9,1,1,2,2,212,Train,Easiest,Card,First Class
8687,375,1,0,10,1,1,0,0,193,Train,Easiest,Cash,Economy
6709,49,0,0,23,0,0,2,0,152,Bus,Fastest,Card,Economy
8367,203,0,1,22,2,0,1,2,162,Airline,Fastest,UPI,First Class
896,638,0,0,20,0,0,2,0,281,Bus,Fastest,Card,Economy
6928,484,1,0,17,1,1,2,0,249,Train,Easiest,Card,Economy
252,338,1,0,21,2,1,2,2,250,Airline,Easiest,Card,First Class
2347,458,0,0,9,0,0,1,0,224,Bus,Fastest,UPI,Economy
8671,236,1,1,9,0,0,2,1,240,Bus,Fastest,Card,Business
3502,522,1,0,0,0,0,0,2,104,Bus,Fastest,Cash,First Class
1575,553,0,0,8,2,0,1,1,220,Airline,Fastest,UPI,Business
4427,505,0,0,5,0,1,1,2,99,Bus,Easiest,UPI,First Class
1656,76,0,0,21,2,0,1,1,243,Airline,Fastest,UPI,Business
7271,666,1,0,11,1,0,0,1,114,Train,Fastest,Cash,Business
6419,519,1,0,3,0,0,0,0,123,Bus,Fastest,Cash,Economy
6916,634,1,1,5,2,1,1,2,205,Airline,Easiest,UPI,First Class
2240,524,1,0,13,1,0,0,1,218,Train,Fastest,Cash,Business
5248,42,0,1,16,2,0,1,2,218,Airline,Fastest,UPI,First Class
6405,182,0,0,20,0,1,1,0,199,Bus,Easiest,UPI,Economy
1326,533,1,0,10,1,0,2,0,240,Train,Fastest,Card,Economy
3950,110,1,1,18,1,0,1,1,366,Train,Fastest,UPI,Business
5278,151,1,0,3,1,1,0,2,98,Train,Easiest,Cash,First Class
5090,550,0,1,10,1,0,0,1,191,Train,Fastest,Cash,Business
5539,603,1,1,22,1,0,0,2,216,Train,Fastest,Cash,First Class
4883,590,1,0,1,0,1,0,2,92,Bus,Easiest,Cash,First Class
6804,139,1,0,6,0,1,0,1,162,Bus,Easiest,Cash,Business
5636,140,1,0,20,2,0,1,1,249,Airline,Fastest,UPI,Business
8360,167,1,0,16,2,0,2,1,160,Airline,Fastest,Card,Business
8428,211,0,0,3,1,1,2,1,46,Train,Easiest,Card,Business
6959,653,0,1,12,1,1,1,0,210,Train,Easiest,UPI,Economy
8493,336,1,0,6,0,1,2,1,140,Bus,Easiest,Card,Business
2273,695,0,1,22,0,1,2,1,169,Bus,Easiest,Card,Business
6939,576,1,1,0,2,0,0,1,125,Airline,Fastest,Cash,Business
2481,84,0,0,8,0,1,2,1,247,Bus,Easiest,Card,Business
4935,238,0,1,14,0,0,2,2,205,Bus,Fastest,Card,First Class
9295,428,0,1,22,2,0,1,1,119,Airline,Fastest,UPI,Business
5222,595,0,0,23,1,0,2,1,147,Train,Fastest,Card,Business
3795,678,1,0,23,0,1,1,0,193,Bus,Easiest,UPI,Economy
2947,556,0,1,1,1,1,2,1,178,Train,Easiest,Card,Business
2231,194,1,0,10,1,0,0,0,291,Train,Fastest,Cash,Economy
5034,532,1,0,22,1,0,0,2,146,Train,Fastest,Cash,First Class
1217,547,0,1,17,2,1,0,1,299,Airline,Easiest,Cash,Business
5537,369,1,1,6,2,1,2,2,229,Airline,Easiest,Card,First Class
244,147,1,1,7,2,0,0,2,380,Airline,Fastest,Cash,First Class
1957,425,1,1,0,2,1,2,2,200,Airline,Easiest,Card,First Class
7400,528,0,1,20,0,1,2,0,251,Bus,Easiest,Card,Economy
8914,576,0,0,6,2,0,2,1,61,Airline,Fastest,Card,Business
1802,240,1,0,23,2,0,0,1,228,Airline,Fastest,Cash,Business
1300,85,0,1,17,0,0,1,1,346,Bus,Fastest,UPI,Business
6457,491,1,1,10,0,1,2,0,207,Bus,Easiest,Card,Economy
1136,629,0,0,11,2,0,1,2,150,Airline,Fastest,UPI,First Class
5037,651,0,1,14,1,1,2,0,195,Train,Easiest,Card,Economy
2334,430,1,0,9,2,1,0,2,239,Airline,Easiest,Cash,First Class
9194,174,0,0,0,2,1,2,2,38,Airline,Easiest,Card,First Class
5733,246,1,0,5,0,0,2,1,170,Bus,Fastest,Card,Business
3283,147,0,0,17,1,0,1,2,258,Train,Fastest,UPI,First Class
8082,368,1,0,21,2,0,0,1,133,Airline,Fastest,Cash,Business
1243,228,1,1,14,1,1,2,2,319,Train,Easiest,Card,First Class
5282,468,0,0,10,0,0,2,2,123,Bus,Fastest,Card,First Class
7245,313,1,0,21,2,1,1,1,120,Airline,Easiest,UPI,Business
8078,594,0,0,20,2,0,1,0,180,Airline,Fastest,UPI,Economy
8924,231,1,0,23,0,0,2,2,138,Bus,Fastest,Card,First Class
6737,634,0,0,17,1,1,2,0,195,Train,Easiest,Card,Economy
6093,431,0,1,4,1,0,1,1,131,Train,Fastest,UPI,Business
2817,556,0,1,5,0,0,2,2,201,Bus,Fastest,Card,First Class
8021,397,0,0,15,0,0,1,1,96,Bus,Fastest,UPI,Business
8585,399,1,1,14,0,0,2,1,218,Bus,Fastest,Card,Business
1791,563,1,1,18,2,0,1,2,310,Airline,Fastest,UPI,First Class
1375,559,1,1,7,2,1,1,1,351,Airline,Easiest,UPI,Business
8076,523,0,0,14,0,0,0,2,47,Bus,Fastest,Cash,First Class
3162,191,1,0,21,0,1,1,2,186,Bus,Easiest,UPI,First Class
1956,523,1,1,6,2,0,2,1,282,Airline,Fastest,Card,Business
9496,636,0,0,20,2,0,2,0,143,Airline,Fastest,Card,Economy
1016,200,1,0,16,1,0,2,2,241,Train,Fastest,Card,First Class
1504,251,1,1,15,0,0,1,2,278,Bus,Fastest,UPI,First Class
2438,626,0,1,5,2,1,1,2,190,Airline,Easiest,UPI,First Class
6415,165,0,0,6,2,1,0,2,100,Airline,Easiest,Cash,First Class
1677,211,1,0,17,2,0,0,1,277,Airline,Fastest,Cash,Business
8935,31,1,1,11,0,1,0,1,174,Bus,Easiest,Cash,Business
6346,388,0,1,4,1,1,0,0,159,Train,Easiest,Cash,Economy
6795,293,0,0,22,2,0,2,2,139,Airline,Fastest,Card,First Class
2030,562,0,1,20,0,1,1,1,305,Bus,Easiest,UPI,Business
4255,297,1,1,19,1,1,0,1,345,Train,Easiest,Cash,Business
9145,600,1,0,11,2,1,1,1,69,Airline,Easiest,UPI,Business
6622,171,0,0,14,2,0,0,0,139,Airline,Fastest,Cash,Economy
8428,440,1,0,5,1,0,0,0,136,Train,Fastest,Cash,Economy
1544,95,1,0,11,0,0,2,1,252,Bus,Fastest,Card,Business
6664,658,1,0,5,2,1,1,0,160,Airline,Easiest,UPI,Economy
8589,322,0,0,19,2,0,2,0,208,Airline,Fastest,Card,Economy
690,398,0,0,5,0,1,1,1,180,Bus,Easiest,UPI,Business
3381,560,0,0,2,2,1,2,2,54,Airline,Easiest,Card,First Class
5803,385,1,0,19,0,1,1,2,218,Bus,Easiest,UPI,First Class
8394,139,0,1,10,0,1,2,2,154,Bus,Easiest,Card,First Class
4198,483,1,1,7,1,1,2,1,342,Train,Easiest,Card,Business
7996,149,1,0,12,2,0,2,2,117,Airline,Fastest,Card,First Class
3867,353,1,1,16,2,0,2,1,266,Airline,Fastest,Card,Business
5703,107,0,1,10,1,0,2,1,246,Train,Fastest,Card,Business
3094,224,1,0,7,2,0,1,0,307,Airline,Fastest,UPI,Economy
5933,189,0,0,2,2,1,2,0,144,Airline,Easiest,Card,Economy
8971,73,1,1,19,1,1,2,1,242,Train,Easiest,Card,Business
8474,316,1,0,18,0,0,2,1,198,Bus,Fastest,Card,Business
7936,583,0,1,12,2,0,1,0,172,Airline,Fastest,UPI,Economy
237,42,0,1,18,0,1,1,2,326,Bus,Easiest,UPI,First Class
4354,221,1,0,8,1,1,1,0,282,Train,Easiest,UPI,Economy
6199,403,1,1,14,0,0,2,2,208,Bus,Fastest,Card,First Class
3844,132,1,0,17,1,1,0,0,319,Train,Easiest,Cash,Economy
7849,39,0,1,15,0,1,1,1,163,Bus,Easiest,UPI,Business
4211,605,0,1,3,2,0,0,0,176,Airline,Fastest,Cash,Economy
1677,490,1,1,11,1,1,1,0,304,Train,Easiest,UPI,Economy
6846,154,1,0,18,2,0,1,1,231,Airline,Fastest,UPI,Business
7422,110,1,1,14,2,0,0,2,234,Airline,Fastest,Cash,First Class
5627,461,1,0,2,0,1,0,1,88,Bus,Easiest,Cash,Business
4482,649,1,1,14,1,1,1,0,283,Train,Easiest,UPI,Economy
3112,53,0,0,21,1,0,0,0,223,Train,Fastest,Cash,Economy
7852,591,0,0,12,2,0,0,1,77,Airline,Fastest,Cash,Business
2644,116,1,1,7,0,1,1,2,350,Bus,Easiest,UPI,First Class
2895,59,0,1,10,1,1,2,1,290,Train,Easiest,Card,Business
9087,485,0,0,18,2,1,2,2,96,Airline,Easiest,Card,First Class
8676,685,1,1,15,2,0,0,1,145,Airline,Fastest,Cash,Business
5144,404,1,1,4,1,0,0,2,200,Train,Fastest,Cash,First Class
5734,323,1,0,22,1,1,1,0,179,Train,Easiest,UPI,Economy
7152,329,0,0,17,1,0,1,2,167,Train,Fastest,UPI,First Class
6485,417,0,1,2,1,0,2,2,137,Train,Fastest,Card,First Class
4554,321,1,1,6,0,0,0,1,264,Bus,Fastest,Cash,Business
7518,308,1,0,10,0,0,0,2,134,Bus,Fastest,Cash,First Class
462,220,0,1,8,0,1,2,0,356,Bus,Easiest,Card,Economy
8186,252,1,1,9,1,1,1,2,275,Train,Easiest,UPI,First Class
619,368,0,0,1,1,1,0,2,124,Train,Easiest,Cash,First Class
4197,420,0,0,22,0,1,1,0,166,Bus,Easiest,UPI,Economy
649,233,1,0,16,2,0,1,1,249,Airline,Fastest,UPI,Business
5393,192,0,0,8,1,1,0,1,193,Train,Easiest,Cash,Business
953,253,0,0,20,1,1,0,0,306,Train,Easiest,Cash,Economy
6584,278,0,0,18,2,1,2,2,142,Airline,Easiest,Card,First Class
2639,410,0,0,5,1,0,2,2,142,Train,Fastest,Card,First Class
1083,91,1,0,22,2,0,0,1,293,Airline,Fastest,Cash,Business
3912,354,1,1,23,0,0,2,1,255,Bus,Fastest,Card,Business
746,526,1,1,17,2,1,0,2,336,Airline,Easiest,Cash,First Class
3157,586,1,1,23,1,1,2,2,258,Train,Easiest,Card,First Class
7462,332,1,1,14,0,1,2,0,251,Bus,Easiest,Card,Economy
406,664,1,0,10,2,0,2,2,204,Airline,Fastest,Card,First Class
8251,594,0,1,10,1,1,0,0,161,Train,Easiest,Cash,Economy
8672,98,0,0,5,0,0,0,1,103,Bus,Fastest,Cash,Business
6466,531,1,0,11,0,0,0,0,163,Bus,Fastest,Cash,Economy
8151,111,1,0,11,2,1,1,2,161,Airline,Easiest,UPI,First Class
8767,71,0,1,2,0,0,0,2,114,Bus,Fastest,Cash,First Class
3884,574,1,0,6,2,0,2,2,180,Airline,Fastest,Card,First Class
9244,455,0,1,21,1,1,0,0,163,Train,Easiest,Cash,Economy
3055,593,1,1,21,0,1,1,1,190,Bus,Easiest,UPI,Business
6190,452,1,1,19,0,0,1,2,253,Bus,Fastest,UPI,First Class
4262,398,1,1,12,0,0,1,2,249,Bus,Fastest,UPI,First Class
5045,36,1,0,6,1,0,2,1,225,Train,Fastest,Card,Business
9171,553,0,0,1,1,1,0,0,39,Train,Easiest,Cash,Economy
4193,268,1,1,2,2,1,2,0,275,Airline,Easiest,Card,Economy
1364,362,1,0,15,2,0,2,2,204,Airline,Fastest,Card,First Class
6351,110,0,1,11,1,1,0,0,269,Train,Easiest,Cash,Economy
287,679,1,0,9,2,0,1,2,244,Airline,Fastest,UPI,First Class
3717,186,0,1,14,2,0,0,1,230,Airline,Fastest,Cash,Business
4847,433,0,0,10,0,1,2,2,124,Bus,Easiest,Card,First Class
1493,438,1,0,4,1,0,1,1,197,Train,Fastest,UPI,Business
9460,230,0,0,2,1,1,1,2,41,Train,Easiest,UPI,First Class
6876,463,1,1,6,1,1,2,2,202,Train,Easiest,Card,First Class
496,342,0,1,19,1,0,1,0,396,Train,Fastest,UPI,Economy
6224,189,0,0,23,0,0,2,0,153,Bus,Fastest,Card,Economy
4813,44,1,0,9,1,1,0,1,274,Train,Easiest,Cash,Business
3439,589,1,1,19,2,0,2,2,320,Airline,Fastest,Card,First Class
401,415,0,1,5,0,1,0,2,230,Bus,Easiest,Cash,First Class
236,98,1,1,21,2,1,0,0,348,Airline,Easiest,Cash,Economy
4892,694,1,0,12,2,0,1,1,169,Airline,Fastest,UPI,Business
3154,233,1,0,1,0,1,1,1,143,Bus,Easiest,UPI,Business
6545,190,0,1,21,1,1,2,1,216,Train,Easiest,Card,Business
8312,312,0,1,12,0,1,0,0,226,Bus,Easiest,Cash,Economy
5699,432,0,0,23,1,0,1,0,152,Train,Fastest,UPI,Economy
5218,649,1,1,17,0,0,2,0,299,Bus,Fastest,Card,Economy
8969,237,0,1,22,2,0,1,0,182,Airline,Fastest,UPI,Economy
2689,355,0,0,5,1,0,2,0,195,Train,Fastest,Card,Economy
5321,453,1,1,14,2,1,0,0,258,Airline,Easiest,Cash,Economy
4472,650,0,0,7,2,0,1,0,213,Airline,Fastest,UPI,Economy
7908,167,1,1,5,1,1,1,0,271,Train,Easiest,UPI,Economy
6794,45,1,1,7,2,0,0,0,338,Airline,Fastest,Cash,Economy
3001,479,1,1,14,0,1,1,0,259,Bus,Easiest,UPI,Economy
5226,433,0,0,14,1,0,0,2,101,Train,Fastest,Cash,First Class
8912,435,0,1,16,2,0,0,1,107,Airline,Fastest,Cash,Business
4784,502,0,1,9,2,0,2,2,251,Airline,Fastest,Card,First Class
2430,504,1,0,23,2,0,0,2,205,Airline,Fastest,Cash,First Class
2316,432,1,1,14,0,0,1,2,253,Bus,Fastest,UPI,First Class
3408,495,0,1,10,2,0,2,2,209,Airline,Fastest,Card,First Class
7462,679,1,0,16,2,1,2,2,98,Airline,Easiest,Card,First Class
2719,417,1,0,5,1,0,0,0,254,Train,Fastest,Cash,Economy
6974,345,1,1,9,2,0,0,0,323,Airline,Fastest,Cash,Economy
3423,33,1,0,14,1,1,2,0,249,Train,Easiest,Card,Economy
3653,632,1,1,13,1,0,2,2,229,Train,Fastest,Card,First Class
207,280,1,0,1,0,0,0,2,171,Bus,Fastest,Cash,First Class
631,621,1,1,2,0,0,1,0,271,Bus,Fastest,UPI,Economy
2743,321,0,1,23,2,1,0,0,259,Airline,Easiest,Cash,Economy
6308,99,1,0,9,1,0,0,2,216,Train,Fastest,Cash,First Class
4596,367,1,0,22,0,0,0,2,154,Bus,Fastest,Cash,First Class
1536,525,1,1,19,1,1,2,2,315,Train,Easiest,Card,First Class
5897,162,1,1,15,0,0,2,1,251,Bus,Fastest,Card,Business
492,506,0,0,19,1,1,0,1,257,Train,Easiest,Cash,Business
5828,603,0,0,20,0,1,1,0,182,Bus,Easiest,UPI,Economy
5407,36,0,1,10,1,0,0,0,289,Train,Fastest,Cash,Economy
5515,376,1,1,1,2,0,1,0,194,Airline,Fastest,UPI,Economy
8897,373,1,1,23,0,1,2,2,138,Bus,Easiest,Card,First Class
5269,598,0,0,18,2,1,1,0,216,Airline,Easiest,UPI,Economy
610,377,1,0,18,2,1,0,2,271,Airline,Easiest,Cash,First Class
2014,345,1,0,8,1,0,1,0,300,Train,Fastest,UPI,Economy
5058,251,1,0,3,1,0,0,0,199,Train,Fastest,Cash,Economy
7370,548,0,1,16,0,0,1,1,157,Bus,Fastest,UPI,Business
5463,176,0,0,6,2,0,1,1,131,Airline,Fastest,UPI,Business
8658,148,0,1,1,2,0,1,1,137,Airline,Fastest,UPI,Business
5219,53,1,0,10,0,0,1,1,198,Bus,Fastest,UPI,Business
8820,356,1,0,8,0,0,1,0,232,Bus,Fastest,UPI,Economy
8522,134,0,1,17,1,1,0,2,234,Train,Easiest,Cash,First Class
4741,617,0,0,2,1,1,2,1,83,Train,Easiest,Card,Business
926,138,1,0,2,1,1,0,2,193,Train,Easiest,Cash,First Class
7404,661,1,1,10,0,0,1,2,194,Bus,Fastest,UPI,First Class
7772,129,1,1,21,2,1,1,0,278,Airline,Easiest,UPI,Economy
3766,177,1,1,12,0,1,1,1,269,Bus,Easiest,UPI,Business
1949,389,1,1,5,1,1,2,2,282,Train,Easiest,Card,First Class
2187,550,0,1,22,0,1,2,2,217,Bus,Easiest,Card,First Class
7652,440,1,0,19,0,0,1,1,206,Bus,Fastest,UPI,Business
1182,378,0,1,13,2,1,2,2,239,Airline,Easiest,Card,First Class
1376,617,1,0,18,2,1,1,2,278,Airline,Easiest,UPI,First Class
1699,485,0,1,12,0,0,2,2,225,Bus,Fastest,Card,First Class
8198,690,0,0,6,0,0,0,2,20,Bus,Fastest,Cash,First Class
2544,493,1,1,19,2,1,0,0,343,Airline,Easiest,Cash,Economy
9443,341,1,1,2,2,0,2,2,107,Airline,Fastest,Card,First Class
6722,160,1,0,11,2,0,0,2,104,Airline,Fastest,Cash,First Class
1897,318,0,0,13,2,1,2,1,161,Airline,Easiest,Card,Business
6371,445,1,1,17,0,0,1,0,320,Bus,Fastest,UPI,Economy
6002,457,0,1,21,0,0,0,0,219,Bus,Fastest,Cash,Economy
357,177,1,1,4,0,0,2,1,301,Bus,Fastest,Card,Business
7074,668,0,1,16,1,1,1,1,136,Train,Easiest,UPI,Business
3798,220,1,0,18,1,0,2,2,268,Train,Fastest,Card,First Class
6112,64,0,1,22,1,0,2,1,277,Train,Fastest,Card,Business
1411,175,1,1,16,0,0,0,1,288,Bus,Fastest,Cash,Business
1379,678,1,0,10,2,0,1,1,186,Airline,Fastest,UPI,Business
8499,510,1,1,11,1,1,0,0,207,Train,Easiest,Cash,Economy
5081,607,1,0,20,1,0,2,0,240,Train,Fastest,Card,Economy
4880,669,0,1,15,0,0,2,0,214,Bus,Fastest,Card,Economy
2271,660,1,1,8,0,0,2,0,326,Bus,Fastest,Card,Economy
2576,487,1,0,8,2,0,1,0,298,Airline,Fastest,UPI,Economy
5717,116,0,0,15,1,1,0,2,103,Train,Easiest,Cash,First Class
7311,682,0,0,18,2,1,0,2,110,Airline,Easiest,Cash,First Class
960,201,1,1,15,1,1,2,2,345,Train,Easiest,Card,First Class
3928,418,1,1,8,0,1,0,1,315,Bus,Easiest,Cash,Business
5272,572,0,0,17,2,1,1,2,153,Airline,Easiest,UPI,First Class
4566,373,1,1,3,1,1,1,2,200,Train,Easiest,UPI,First Class
3293,562,1,0,10,2,0,2,0,182,Airline,Fastest,Card,Economy
1213,42,1,0,16,0,1,1,0,278,Bus,Easiest,UPI,Economy
657,54,0,0,19,2,0,2,2,262,Airline,Fastest,Card,First Class
2095,152,0,0,12,2,0,0,2,182,Airline,Fastest,Cash,First Class
1340,684,1,1,13,2,1,1,0,308,Airline,Easiest,UPI,Economy
1312,313,0,1,12,1,0,1,1,288,Train,Fastest,UPI,Business
3387,654,1,0,20,1,0,0,2,239,Train,Fastest,Cash,First Class
7165,253,0,1,22,1,0,0,0,251,Train,Fastest,Cash,Economy
7405,49,1,0,20,2,0,0,2,228,Airline,Fastest,Cash,First Class
6497,302,0,1,12,2,0,2,2,196,Airline,Fastest,Card,First Class
7244,443,0,0,0,1,1,0,2,29,Train,Easiest,Cash,First Class
8870,397,1,1,12,0,0,1,2,185,Bus,Fastest,UPI,First Class
7630,326,0,0,17,0,1,2,0,172,Bus,Easiest,Card,Economy
4996,429,0,1,15,0,1,2,0,225,Bus,Easiest,Card,Economy
4007,530,1,0,17,2,1,1,2,232,Airline,Easiest,UPI,First Class
7461,46,0,1,1,1,0,1,0,205,Train,Fastest,UPI,Economy
8670,499,0,0,2,0,0,1,2,34,Bus,Fastest,UPI,First Class
412,512,0,0,22,2,0,0,0,183,Airline,Fastest,Cash,Economy
1694,497,0,0,3,0,1,2,2,66,Bus,Easiest,Card,First Class
3713,94,0,1,10,2,1,1,0,297,Airline,Easiest,UPI,Economy
2350,359,0,0,18,0,1,0,0,247,Bus,Easiest,Cash,Economy
4587,174,1,0,22,1,0,1,0,252,Train,Fastest,UPI,Economy
1737,677,1,0,0,1,0,0,0,180,Train,Fastest,Cash,Economy
3039,121,1,1,22,1,0,0,0,320,Train,Fastest,Cash,Economy
6850,274,0,0,19,0,1,2,0,184,Bus,Easiest,Card,Economy
5034,386,1,0,17,0,0,0,2,239,Bus,Fastest,Cash,First Class
8942,549,0,1,20,2,0,1,0,228,Airline,Fastest,UPI,Economy
3273,145,0,1,15,0,0,2,0,291,Bus,Fastest,Card,Economy
3533,475,1,1,19,1,0,0,2,323,Train,Fastest,Cash,First Class
959,580,0,0,0,1,0,0,0,158,Train,Fastest,Cash,Economy
5440,459,0,1,7,0,1,0,0,234,Bus,Easiest,Cash,Economy
3984,452,0,1,7,0,1,2,1,277,Bus,Easiest,Card,Business
3641,654,1,0,12,1,0,1,2,181,Train,Fastest,UPI,First Class
3281,677,1,1,6,1,0,0,2,224,Train,Fastest,Cash,First Class
1920,506,1,1,5,1,0,1,2,276,Train,Fastest,UPI,First Class
2668,683,0,0,2,1,1,0,2,59,Train,Easiest,Cash,First Class
337,468,0,0,10,1,0,2,0,240,Train,Fastest,Card,Economy
9499,35,1,0,1,1,0,1,2,73,Train,Fastest,UPI,First Class
1705,493,1,0,2,2,0,2,2,166,Airline,Fastest,Card,First Class
6762,253,0,1,9,0,0,0,1,234,Bus,Fastest,Cash,Business
7624,614,0,1,14,0,1,0,1,123,Bus,Easiest,Cash,Business
7707,678,0,0,12,2,1,2,0,83,Airline,Easiest,Card,Economy
8987,619,0,0,19,1,0,2,2,153,Train,Fastest,Card,First Class
6063,82,0,1,11,1,0,1,1,250,Train,Fastest,UPI,Business
1197,604,0,0,10,0,0,2,1,187,Bus,Fastest,Card,Business
3537,260,1,1,8,2,1,1,0,372,Airline,Easiest,UPI,Economy
8066,543,0,1,22,2,1,1,2,136,Airline,Easiest,UPI,First Class
6131,97,0,1,2,0,1,0,1,157,Bus,Easiest,Cash,Business
2799,312,0,0,15,0,0,2,2,151,Bus,Fastest,Card,First Class
471,330,1,0,15,1,1,1,2,232,Train,Easiest,UPI,First Class
1131,52,0,1,13,2,1,2,2,255,Airline,Easiest,Card,First Class
5446,527,1,1,9,2,0,1,0,316,Airline,Fastest,UPI,Economy
6193,325,0,0,11,1,1,0,2,99,Train,Easiest,Cash,First Class
2734,578,1,0,5,2,0,0,0,254,Airline,Fastest,Cash,Economy
2172,481,1,1,5,0,0,2,1,312,Bus,Fastest,Card,Business
5733,181,1,1,17,0,1,0,0,311,Bus,Easiest,Cash,Economy
2481,499,1,0,0,2,1,2,2,140,Airline,Easiest,Card,First Class
4942,515,1,0,18,2,1,1,2,227,Airline,Easiest,UPI,First Class
756,172,0,1,0,1,0,1,1,269,Train,Fastest,UPI,Business
1615,364,0,0,18,2,0,1,0,303,Airline,Fastest,UPI,Economy
7398,119,1,0,15,1,0,2,1,186,Train,Fastest,Card,Business
6613,181,1,1,12,1,0,1,1,233,Train,Fastest,UPI,Business
9291,119,0,1,23,1,1,1,0,250,Train,Easiest,UPI,Economy
7044,454,0,0,4,0,1,1,2,35,Bus,Easiest,UPI,First Class
6256,120,0,1,20,1,1,0,2,264,Train,Easiest,Cash,First Class
7671,611,0,0,5,1,1,2,1,121,Train,Easiest,Card,Business
5079,535,1,0,0,0,0,1,1,121,Bus,Fastest,UPI,Business
7842,157,1,1,5,1,0,0,0,266,Train,Fastest,Cash,Economy
1193,643,1,1,18,1,1,2,2,313,Train,Easiest,Card,First Class
7899,152,1,0,8,0,0,0,1,175,Bus,Fastest,Cash,Business
5955,197,0,1,11,1,1,0,1,220,Train,Easiest,Cash,Business
4878,572,0,0,20,0,0,2,0,174,Bus,Fastest,Card,Economy
5032,307,1,0,17,2,1,0,0,252,Airline,Easiest,Cash,Economy
2343,560,1,1,15,1,1,0,0,302,Train,Easiest,Cash,Economy
3187,602,0,1,14,0,0,0,0,250,Bus,Fastest,Cash,Economy
7956,386,1,1,4,1,1,0,2,131,Train,Easiest,Cash,First Class
2043,257,0,0,22,0,1,0,0,227,Bus,Easiest,Cash,Economy
2233,110,1,0,2,0,1,1,0,211,Bus,Easiest,UPI,Economy
8512,637,0,1,3,1,0,0,1,99,Train,Fastest,Cash,Business
268,128,0,0,18,0,0,2,1,297,Bus,Fastest,Card,Business
4644,623,1,1,5,2,0,2,2,215,Airline,Fastest,Card,First Class
1219,131,0,0,22,0,1,0,2,208,Bus,Easiest,Cash,First Class
3606,546,1,1,22,2,0,1,2,240,Airline,Fastest,UPI,First Class
1858,215,1,1,13,0,0,1,0,333,Bus,Fastest,UPI,Economy
7733,142,0,1,11,2,1,2,2,151,Airline,Easiest,Card,First Class
765,114,1,1,3,1,1,1,2,274,Train,Easiest,UPI,First Class
7373,261,1,1,13,0,0,1,2,180,Bus,Fastest,UPI,First Class
6120,213,0,1,21,0,1,1,2,179,Bus,Easiest,UPI,First Class
2448,434,1,0,23,0,0,1,0,228,Bus,Fastest,UPI,Economy
5648,235,1,0,7,1,1,1,2,235,Train,Easiest,UPI,First Class
6657,394,1,1,15,2,1,0,1,186,Airline,Easiest,Cash,Business
1870,155,1,1,15,0,0,0,0,325,Bus,Fastest,Cash,Economy
8261,57,0,1,19,2,1,0,1,209,Airline,Easiest,Cash,Business
1678,108,1,1,6,1,1,1,2,313,Train,Easiest,UPI,First Class
8956,589,0,0,13,0,1,1,1,73,Bus,Easiest,UPI,Business
6265,483,1,0,1,0,1,2,0,106,Bus,Easiest,Card,Economy
6474,529,0,1,21,2,1,1,2,154,Airline,Easiest,UPI,First Class
2660,548,0,1,8,1,1,2,2,242,Train,Easiest,Card,First Class
5350,92,0,0,4,1,1,2,2,140,Train,Easiest,Card,First Class
